lead_id,direction,outcome,interest,lead_said_busy,callback_requested,objection,next_step
BL-039,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-039,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-039,outbound,substantive_conversation,positive,False,True,none_stated,send_information
BL-039,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-039,outbound,substantive_conversation,positive,False,False,none_stated,none_stated
BL-040,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-040,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-040,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-040,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-040,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-040,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-040,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-040,outbound,substantive_conversation,neutral_unclear,False,False,treatment_expectation,callback
BL-040,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-040,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-041,outbound,substantive_conversation,neutral_unclear,False,True,timing,callback
BL-041,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-041,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-041,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-041,outbound,human_busy_callback,neutral_unclear,True,True,timing,callback
BL-041,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-041,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-041,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-041,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-041,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-041,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,substantive_conversation,mixed,False,True,timing,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-042,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-043,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-043,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-043,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-043,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-043,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-043,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-043,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-043,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-044,outbound,human_busy_callback,neutral_unclear,True,True,other_stated,callback
BL-044,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,substantive_conversation,mixed,True,False,treatment_expectation,send_information
BL-044,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-044,outbound,substantive_conversation,neutral_unclear,False,True,none_stated,callback
BL-044,outbound,substantive_conversation,neutral_unclear,False,True,none_stated,callback
BL-044,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-044,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-045,outbound,substantive_conversation,mixed,True,True,travel_location,callback
BL-045,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-045,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-046,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-046,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-046,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-046,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-046,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-047,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-048,outbound,substantive_conversation,mixed,False,True,price,send_information
BL-048,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-048,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-048,outbound,substantive_conversation,mixed,False,True,price,send_information
BL-049,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-049,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-050,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-050,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-050,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-050,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-051,inbound,substantive_conversation,positive,False,True,none_stated,callback
BL-051,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-051,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-052,outbound,substantive_conversation,mixed,False,True,price,callback
BL-052,outbound,substantive_conversation,positive,True,True,none_stated,callback
BL-053,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-053,outbound,human_busy_callback,neutral_unclear,True,True,timing,callback
BL-054,outbound,substantive_conversation,mixed,False,True,price,callback
BL-055,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-055,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-055,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-055,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-055,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-055,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-055,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-056,inbound,substantive_conversation,mixed,False,False,price,send_information
BL-056,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-056,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-056,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-057,outbound,substantive_conversation,positive,True,True,treatment_expectation,send_information
BL-058,outbound,brief_decline,negative,False,False,other_stated,no_further_contact
BL-058,outbound,human_busy_callback,neutral_unclear,True,False,timing,none_stated
BL-058,outbound,third_party_or_wrong_number,not_assessable,False,False,not_assessable,none_stated
BL-058,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-058,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-058,outbound,substantive_conversation,neutral_unclear,True,True,none_stated,callback
BL-058,outbound,human_busy_callback,neutral_unclear,False,True,none_stated,callback
BL-059,outbound,substantive_conversation,mixed,True,True,timing,send_information
BL-060,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-060,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-060,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-060,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-061,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-062,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-062,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-062,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-062,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-063,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-063,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-063,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-064,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-064,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-064,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-064,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-064,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-064,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-064,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-064,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-065,outbound,human_busy_callback,positive,True,True,timing,callback
BL-065,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-066,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-066,outbound,substantive_conversation,neutral_unclear,False,False,none_stated,none_stated
BL-066,outbound,substantive_conversation,positive,False,False,travel_location,send_information
BL-066,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-066,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-067,outbound,substantive_conversation,mixed,False,False,timing,send_information
BL-068,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-068,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-068,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-069,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-069,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-069,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-069,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-070,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-070,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-071,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-071,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-072,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-072,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-072,outbound,substantive_conversation,positive,False,False,none_stated,booked
BL-072,outbound,substantive_conversation,positive,False,True,clinical_question,callback
BL-073,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-073,outbound,substantive_conversation,mixed,False,False,timing,send_information
BL-074,inbound,human_busy_callback,neutral_unclear,True,False,timing,none_stated
BL-074,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-074,outbound,substantive_conversation,positive,True,False,clinical_question,booked
BL-075,outbound,third_party_or_wrong_number,not_assessable,False,False,not_assessable,none_stated
BL-076,outbound,substantive_conversation,mixed,True,False,price,none_stated
BL-077,outbound,brief_human_other,neutral_unclear,False,False,none_stated,none_stated
BL-077,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-077,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-079,outbound,substantive_conversation,negative,False,False,already_treated_elsewhere,none_stated
BL-079,outbound,substantive_conversation,neutral_unclear,False,False,treatment_expectation,none_stated
BL-080,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-080,outbound,substantive_conversation,positive,True,True,none_stated,callback
BL-080,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-080,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-081,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-081,outbound,substantive_conversation,mixed,False,True,price,send_information
BL-081,outbound,human_busy_callback,neutral_unclear,False,True,none_stated,callback
BL-082,outbound,substantive_conversation,neutral_unclear,False,False,none_stated,none_stated
BL-082,inbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-082,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-082,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-082,outbound,third_party_or_wrong_number,not_assessable,False,False,not_assessable,none_stated
BL-082,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-082,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-082,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-082,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-083,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-083,outbound,substantive_conversation,positive,True,True,other_stated,callback
BL-083,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-083,outbound,substantive_conversation,positive,True,True,timing,callback
BL-083,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-083,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-084,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-084,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,substantive_conversation,positive,False,False,other_stated,booked
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,substantive_conversation,mixed,False,True,timing,booking_discussed
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
